address,holding,name,tel_email
"
                            142846,                             Московская обл., Ступинский район, Татариново с., Ленина ул., дом № 9                        ",,"
				Татариново, ЗАО							","8(496-64) 65-184 ,zao-tatarinovo@yandex.ru"
"
                            188341,                             Ленинградская обл., Гатчинский район, д Шпаньково, ул. Алексея Рыкунова, д. 40                        ",,"
				Нива-1, АО							",+7 (81371) 60540
"
                                                        Республика Татарстан, Апастовский район, Азимово                        ",,"
				Вильданов Фаиль, КФХ							",
"
                            165222,                             Архангельская область, Устьянский район, д.Ульяновская, ул. Центральная, д 8                        ",,"
				Ростово, ООО							",(81855) 6-31-34
"
                            627706,                             Тюменская обл, Ишимский район, с. Боровое, ул. Центральная, д. 39                        ",,"
				АГРОФИРМА КОЛОС, ООО 							","+7 (345) 5148144 , +7 (34551) 23653 , +7 (34551) 48143 , +7 (34551) 48117,
                            ,
                        ,agrokolos@list.ru"
"
                            352166,                             Краснодарский край, Гулькевичский район, пос. Кубань, ул. Почтовая, д. 1                        ",В составе холдинга «Государственная собственность»,"
				Кубань, ФГУП ПЗ				,			","+7 (86160) 94581 , +7 (86160) 94489,oph_kuban@mail.ru"
"
                            682928,                             Хабаровский край, Имени Лазо район, с. Георгиевка, ул. Центральная, д. 1                        ","В составе холдинга «АМП Дамол /Агроальянс, ООО (бывшее Далимо) »","
				ЛазоМол-Агро, ООО				,			",
"
                            601225,                             Владимирская обл, Собинский р-н, д.Толпухово, ул.Молодежная, д.15                        ",,"
				Ставровское, УПХ ООО							",+7 (492) 4257660
"
                            397612,                             Воронежская обл, Калачеевский район, с. Подгорное, ул. Больничная, д. 14                        ",,"
				Подгорное, ЗАО							",+7 (47363) 29005
"
                            452173,                             Башкортостан респ, рабочий пос. Чишмы, ул. Мира, д. 1                        ","В составе холдинга «ЧИШМИНСКИЙ САХАРНЫЙ ЗАВОД, ОАО»","
				Башкир-Агроинвест, ООО				,			","+7 (937) 7834969 ,albina_agro@mail.ru"
"
                            646263,                             Омская обл., Черлакский район, с. Соляное, ул. Школьная, д. 19                        ",,"
				Соляное, ООО							","+7 (38153) 52282, +7 (38153) 52242 "
"
                            422253,                             Татарстан респ., Балтасинский район, с. Норма, ул. Казанская, д. 3                        ",,"
				Имени Тимирязева, ООО							","+7 (84368) 31943,
                            ,
                        ,elitabiz@yandex.ru"
"
                            353055,                             Краснодарский кр, Белоглинский район, станица Успенская, ул. Советская, д. 115                        ",В составе холдинга «SUCDEN (Sucres et Denrees)»,"
				Успенский агропромсоюз, ООО				,			","+7 (861) 5492150 , +7 (86154) 75528"
"
                            601275,                             Владимирская обл., Суздальский район, с. Новое                        ",,"
				Новосельский, СПК							",+7 (492) 2300582
"
                            601384,                             Владимирская обл., Судогодский район, пос. Муромцево                        ",,"
				Пионер, СПК							","+7 (49235) 21661,spkpioner1@yandex.ru"
"
                            187351,                             Россия, Ленинградская область, Кировский район, село Путилово                        ",,"
				Дальняя поляна, СПК							",(81362)68892 
"
                            624440,                             Свердловская обл., г. Краснотурьинск, пос. Загородный, Животноводов, д. 5                        ",,"
				Богословский Совхоз, ООО ДСП							","+7 (343) 1460712, +7 (34384) 60812, +7 (34384) 65384, +7 (34384) 60712, +7 (343) 1465384,sovhos@mail.ru"
"
                            461173,                              Оренбургская обл., Ташлинский район, пос. Степной                        ",,"
				Степное, ЗАО							","+7 (35347) 28375, +7 (35347) 28318,stepnoe.buh@mail.ru"
"
                            446425,                             Самарская обл., Кинельский район, с. Красносамарское, ул. Советская, д. 1                        ",,"
				Колхоз имени Куйбышева, СПК							","+7 (1) 004636331, +7 (888) 4636331"
"
                            140560,                             Московская область, Озерский р-н, п.Центральная усадьба совхоза Озеры, д. 23                        ","В составе холдинга «Малино, ОАО»","
				Озеры-молоко, ЗАО				,			","+7 (49670) 21174, +7 (49670) 43192, +7 (49670) 43268, +7 (827) 7043119 ,
                            ,
                        ,ozerymoloko@mail.ru"
"
                            391094,                             Рязанская обл., Спасский район, д Разбердеево                        ",,"
				Разбердеевское, ООО							",+7 (491) 3533634
"
                            646780,                             Омская обл., Русско-Полянский район, с. Солнечное, пер. Светлый, д. 2                        ",,"
				Раздольное, АО							","+7 (38156) 21257, +7 (38156) 21430, +7 (38156) 91430, +7 (38165) 21431,azdolnoe.5529004527@yandex.ru"
"
                            445140,                             Самарская область, Ставропольский р-н, село Нижнее Санчелеево, ул. Придорожная, 11                        ",,"
				Нива, АО (Самарская обл)							","+7 (848) 2285553 , +7 (8482) 403888,
                            ,
                        ,nivazao@mail.ru"
"
                                                        Пензенская обл, Каменский район, ст. Студенец, ул. Станционная, д. 1                        ",В составе холдинга «SUCDEN (Sucres et Denrees)»,"
				Кевда, ферма (Студенецкий Мукомольный Завод, ОАО)				,			","+7 (841) 5690445 , +7 (84156) 90222,
                            ,
                        ,studenets@sura.ru, students@sura.ru"
"
                            413090,                              Саратовская обл., г. Маркс, ул. Дорожная, д. 12                         ","В составе холдинга «Реан, ООО»","
				Золотой альянс, ООО				,			","+7 (8452) 265478, +7 (845) 2486027,
                            ,
                        ,refnsar@mail.ru"
"
                            141327,                             Московская обл., Сергиево-Посадский район, д. Березняки, д. 117                        ",В составе холдинга «Государственная собственность»,"
				Смена, ФГБУ СГЦ				,			","+7 (495) 5427377, +7 (49654) 66090, +7 (49654) 66747, +7 (495) 6210058, +7 (49654) 66323,smena@tsinet.ru"
"
                            658876,                             Алтайский край, Немецкий Национальный район, с. Подсосново, ул. Гагарина, д. 84                        ",,"
				Племзавод колхоз имени Кирова, СПК							",+7 (385) 3920153
"
                            446224,                             Самарская обл., Безенчукский район, с. Ольгино, ул. Школьная, д. 2                        ",,"
				Ольгинский, СХПК ООО							",+7 (84676) 38586
"
                            445586,                             Самарская обл., Хворостянский район, с. Новокуровка, литера А                        ",,"
				Новокуровский, ООО ЦСГ							",+7 (846) 3320347
"
                            456847,                             Челябинская обл., Каслинский район, пос. Береговой, ул. Гагарина, д. 6                        ",,"
				Совхоз Береговой, ООО							","+7 (35149) 37724, +7 (35149) 37761,  +7 (35149) 37741 ,sh-beregovoi@mail.ru"
"
                                                        Нижегородская область, Дальнеконстантиновский район, п Нижегородец                        ",,"
				Нижегородец, СПК							",3-11-17
"
                            249054,                             Калужская обл., Малоярославецкий район, д Воробьево, ул. Молодежная, д. 1                        ",,"
				Воробьево, ЗАО							",+7 (48431) 31648
"
                            182702,                             Россия, Псковская область, Дедовичский район, деревня Вязье                        ","В составе холдинга «Милка, ООО (ГК Терра Нова)»","
				Вязье ПЗ, ООО				,			","+7 (823) 3696606,vyaze@bk.ru"
"
                            353710,                             Краснодарский край, Каневской район, ст-ца Новодеревянковская, ул. Мира, д. 1                        ",,"
				Агрофирма ""Приазовье"", ООО							",+7 (86164) 47103
"
                            422248,                             Татарстан респ., Балтасинский район, с. Чутай                        ",,"
				Кызыл Юл, СКХПК							",+7 (84368) 42345
"
                                                        Свердловская обл., Богдановичский район, г. Богданович, ул. Пищевиков, д. 1                        ",,"
				БМК, ООО							","+7 (34376) 31324, +7 (34376) 52095, +7 (34376) 22291, +7 (34376) 31322, +7 (34376) 31332 ,
                            ,
                        , bmk@pk.bmk.ru"
"
                            346975,                             Ростовская обл., Матвеево-Курганский район, с. Рясное, ул. Таганрогская, д. 2                        ",,"
				Вера, ООО							","+7 (86341) 33942, +7 (86141) 33995"
"
                            396482,                             Воронежская обл., Верхнемамонский район, с. Русская Журавка, ул. Центральная, д. 165                        ",,"
				Журавушка, ООО							","+7 (47355) 50533 , +7 (47355) 58131"
"
                                                        Алтайский край, Топчихинский район, пос. Победим, ул. Советская, 11                        ",В составе холдинга «Государственная собственность»,"
				Чистюньский, племенной репродуктор ОАО				,			","+7 (38552) 28344,
                            ,
                        "
"
                            632261,                             Новосибирская обл., Венгеровский район, с. Петропавловка 1-я, ул. Юбилейная, д. 11                          ",,"
				Рямовское, ЗАО							","+7 (383) 2131223, Факс: +7 (38369) 31222,nsoriam@mail.ru"
"
                            614541,                             Пермский край, Суксунский район, село Сабарка, ул. Октябрьская, 2                        ","В составе холдинга «УК ""УДАРНИК"", ООО»","
				Суксунское, ООО				,			","8 (34275) 3-25-00, 8 (34275) 3-17-20,
                            ,
                        ,susksunskoe@mail.ru"
"
                            662911,                             Красноярский кр., Курагинский район, пгт. Курагино, ул. Партизанская, д. 8                        ",,"
				Курагинская, ФГБУ ОС							","+7 (39136) 22130, +7 (39136) 22168, +7 (39136) 22468, +7 (933) 3344551, +7 (950) 9651308,oph_kuragino@mail.ru"
"
                            165131,                              Архангельская область, Вельский район, д. Пайтовская                        ",,"
				Агрофирма Судромская, ООО							","8(81836) 55-193 ,
                            ,
                        ,Sydroma2007@mail.ru"
"
                            624645,                             Свердловская область, Алапаевский район, село Невьянское, улица Ленина, 38                        ",,"
				Пламя, СХПК							","(34346) 7-37-75; +7(912)646-72-31,shpkplamja@mail.ru"
"
                            632783,                             Новосибирская обл., Баганский район, с. Мироновка, ул. Центральная, д. 34                        ",,"
				Надежда, ОАО (Новосибирская область)							"," +7 (38353) 34124, +7 (38353) 34133, +7 (38353) 34187, mironovka47@mail.ru"
"
                            452205,                             Башкортостан респ., Чекмагушевский район, с. Тузлукушево, ул. Центральная, д. 71                        ",,"
				Алга, СПК колхоз 							","+7 (347) 9621099,3479626721@mail.ru"
"
                            353640,                             Краснодарский край, Щербиновский район, с. Ейское Укрепление, ул. Суворова, д. 10А                        ","В составе холдинга «КОНЦЕРН ПОКРОВСКИЙ, ЗАО»","
				Лиманское, ООО				,			",+7 (86151) 37155
"
                            301863,                             Тульская обл., Ефремовский район, д. Малая Хмелевая                        ",,"
				Родина, ООО							","+7 (48741) 94519,  +7 (487) 4166991,+7 (960) 6000590"
"
                            162111,                             Вологодская обл, Сокольский район, д. Чекшино                        ",,"
				Союз-племзавод, АО							",
"
                            249073,                             Калужская обл., Малоярославецкий р-н,  с. Недельное                        ",,"
				Агрофирма Ярославец, ООО							","9 (4842) 75-15-56,nedelnoe@yandex.ru"
"
                            352040,                             Краснодарский край, Павловский район, ст-ца Павловская, ул. Спартаковская, д. 1                        ","В составе холдинга «Фирма Агрокомплекс им Н.И.Ткачева, АО»","
				Кубанский бекон, ООО				,			","+7 (86191) 52412,
                            ,
                        ,vozrohdenie2012@yandex.ru"
"
                            659411,                             Алтайский край, Зональный район, п Октябрьский, ул Советская, д 14                        ","В составе холдинга «Агрофирма Гудвилл, ООО»","
				Октябрьское, ООО				,			",+7 (38530) 22106
"
                            617452,                             Пермский край, Кунгурский район, с. Ленск, ул. Ленина 37                        ","В составе холдинга «Инвестиции и консалтинг, ООО»","
				Великоленское, ООО				,			","+7 (34271) 53418, +7 (34271) 53410,
                            ,
                        ,velikolenskoe@mail.ru; velikolenskoe@yandex.ru"
"
                            153022,                             Ивановская обл., г. Иваново, ул. Танкиста Александрова, д. 2А помещение 1002                        ",,"
				Родниковский племзавод, ООО							","+7 (4932) 021425,vizit.r@bk.ru"
"
                            659352,                             Алтайский край, Бийский район, с. Стан-Бехтемир, ул. Колхозная, д. 40 А                        ",,"
				Колхоз им. Калинина, СПК							",+7 (385) 4383423
"
                            398024,                             Липецкая обл., г. Липецк, ул. Папина, д. 2                        ","В составе холдинга «Агрогард-Финанс, ОАО»","
				СХПК Тележенка, ООО				,			",
"
                            606618,                             Нижегородская обл., с. Ильино-Заборское, ул. Медведева, д. 8﻿                         ","В составе холдинга «Залесное, ООО»","
				Ильино-Заборское, ОАО				,			","+7 (83162) 33343, +7 (83162) 33212, +7 (83162) 33387"
"
                            180561,                             Псковская область, Псковский район, п/о Похвальщина, д Похвальщина                        ",,"
				Передовик, СПК							","+7 (811) 67-80-23 Факс организации 67-80-31,peredowik@yandex.ru"
"
                            403526,                             Волгоградская область, Фроловский район, х Красные Липки                        ","В составе холдинга «Агро Инвест, Агрохолдинг»","
				Донагрогаз, ООО				,			","5-71-46, 5-72-82,
                            ,
                        ,donagrogaz@avmk.ru"
"
                            309085,                             Белгородская обл., Яковлевский район, пос. Томаровка, ул. Промышленная, д. 3                        ",,"
				Кустовое, ООО							","+7 (47244) 45244, Факс +7 (47244) 45468"
"
                            241516,                             Брянская область, Брянский район, село Новоселки, улица Центральная, 8                        ","В составе холдинга «Снежка, Публичное АО»","
				Снежка-Новоселки, ООО				,			","(84832)943310; +7 (483) 2943332,novoselki-2010@mail.ru"
"
                            243571,                             Брянская обл, Погарский район, с. Чаусы, ул. Центральная, д. 2А                        ",,"
				Колхозник, ООО (Брянская область)							","+7 (483) 4993217 , +7 (48349) 93236 , +7 (920) 8491827"
"
                            625519,                             Тюменская обл., Тюменский район, с. Червишево, ул. Советская, д. 81                        ",В составе холдинга «Государственная собственность»,"
				Червишевский, ОАО Совхоз				,			","7 (345) 2778047 , +7 (3452) 777502,sovhoz@list.ru"
"
                            188518,                             Ленинградская обл., Ломоносовский район, д Яльгелево                        ",,"
				Красносельское, ЗАО							","+7 (81376) 74225,zaokrasnoe@agrounion.ru"
"
                            433428,                             Россия, Ульяновская область, Чердаклинский район, с. Озерки                        ",,"
				Возрождение КФХ, ООО							",+7 (84231) 59130
"
                            241521,                             Брянская обл., Брянский район, д Добрунь, ул. Полевая, д. 1                        ",,"
				Культура, СПК-Агрофирма							","+7 (483) 2318700 , +7 (483) 2515245 , +7 (483) 2923219 , +7 (483) 2923231,
                            ,
                        ,spk-kultura@mail.ru"
"
                            452285,                             Башкортостан респ, Илишевский район, с. Старокуктово, ул. Советская                        ",,"
				Урожай, племзавод, ООО							","+7 (34762) 33116 , +7 (34762) 50167 , +7 (34762) 51867 , +7 (34795) 28409, urojai65@mail.ru"
"
                            456419,                             Челябинская область, Чебаркульский район, д Сарафаново, ул Мира, д 3                        ",,"
				Сарафаново, СПК							","(35168) 2-37-44,sarafanovo_spk@mail.ru"
"
                            422833,                             Татарстан респ, Камско-Устьинский район, с. Большие Буртасы, ул. Ленинградская, д. 30                        ",В составе холдинга «Государственная собственность»,"
				Буртасы, ООО АФ				,			",+7 (917) 8999563
"
                            606575,                             Нижегородская обл., Ковернинский район, с. Хохлома, ул. Центральная, д. 1                        ",,"
				Хохлома, СПК							","+7 (831) 1624222, +7 (83157) 24108, +7 (83157) 24216, +7 (83157) 24222 ,spk-hohloma@yandex.ru"
"
                            302000,                             Россия, Орловская область, Орловский район, с. Маслово                        ",,"
				Маслово, ООО							","+7 (4862) 410045 , +7 (4862) 432667 , +7 (4862) 404347, Факс  +7 (4862) 41582,
                            ,
                        ,maslovo@orel.ru"
"
                            391757,                             Рязанская обл., Захаровский район, с. Окуньково, ул. Луговая, д. 46                        ",,"
				Спартак, ООО							","+7 (960) 5667777 , +7 (49153) 72396"
"
                            423963,                             Татарстан респ., Ютазинский район, с. Байряка, ул. Октября, д. 1Б                        ",,"
				Агромир, ООО							",+7 (85593) 62560 
"
                            352325,                             Краснодарский край, Усть-Лабинский район, ст. Воронежская, ул. Ленина, 51                        ",,"
				Мир, АО АФ							",(86135) 37-2-44
"
                            142715,                             Московская обл., Ленинский район, пос. Свх Им Ленина, д. 19 А                        ","В составе холдинга «РОТА-АГРО, ООО»","
				Совхоз имени Ленина, ЗАО				,			","+7 (495) 5486558,
                            ,
                        ,sovhozlenina-zakaz@yandex.ru"
"
                            606677,                             Нижегородская обл., Сокольский район, д. Заболотное                        ",,"
				Заболотновский, СПК							","+7 (83137) 23116 , +7 (83137) 23125"
"
                            630521,                             Новосибирская обл, Новосибирский район, с/с Верх-Тулинский, пос. Тулинский, ул. Юбилейная, д. 2А                        ",В составе холдинга «Государственная собственность»,"
				Племзавод Учхоз Тулинское, АО 				,			","+7 (383) 2931775 , +7 (383) 2422933,2931776@mail.ru"
"
                            456510,                             Челябинская обл., Сосновский район, с. Долгодеревенское, ул. 1 Мая, д. 135                        ","В составе холдинга «РАВИС - ПТИЦЕФАБРИКА СОСНОВСКАЯ, ООО»","
				Заря, ООО (Челябинская обл)				,			","+7 (35144) 32104 , 8 (351) 44-5-17-81,zary.2006@mail.ru"
"
                            693021,                             Сахалинская обл, г. Южно-Сахалинск, ул. Дружбы, д. 75                        ",В составе холдинга «Государственная собственность»,"
				Южно-Сахалинский совхоз, АО				,			","+7 (42441) 94157,  +7 (424) 2742217 ,gusp00@mail.ru"
"
                            215148,                             Смоленская обл., Вяземский р-н,  д. Н. Село, ул. Центральная                        ",В составе холдинга «ООО Вяземский льнокомбинат»,"
				Терра, ООО				,			","8 (48131) 3-48-43,terra@vyazma.su"
"
                            180551,                             Псковская обл., Псковский р-н, пос. Писковичи                        ",,"
				Агрофирма Победа, ЗАО							","+7 (8112) 69 31 41, +7 (811) 0693149 , +7 (811) 2193131,
                            ,
                        ,pobeda@ellink.ru"
"
                            297512,                             Крым респ., Симферопольский район, с. Журавлевка, ул. Мира, д. 40                        ",,"
				Партизан, АО							","(3652) 32-51-68,partizan.krim@mail.ru"
"
                            188288,                             Ленинградская обл., Лужский район, пос. Володарское                        ",,"
				Урожай, ООО ПЗ							","+7 (81372) 64184 , +7 (827) 7264269 ,"
"
                            446821,                             Самарская обл., Кошкинский район, с. Орловка, ул. Октябрьская, д. 12                        ","В составе холдинга «Милка, ООО (ГК Терра Нова)»","
				Племенной завод Дружба, ООО				,			","+7 (84650) 76223,
                            ,
                        ,drujba63@narod.ru"
"
                            457124,                             Челябинская область, Троицкий район, п Скалистый                        ",В составе холдинга «Государственная собственность»,"
				Троицкое, ФГУП				,			","+7 (35163) 26946,  +7 (35163) 49186, +7 (35163) 49182 ,troickoe08@mail.ru"
"
                            391734,                             Рязанская обл., Михайловский район, пос. Центрального отделения с-за имени Ильича                        ",,"
				Курсор, ООО							",+7 (4912) 426020
"
                            214514,                             Смоленская обл., Смоленский район, д Русилово, ул. Полевая, д. 55                        ",,"
				Русь, ООО СП							",+7 (481) 2550391
"
                                                        Россия, Курская, область, Медвенский район, с. Паники                        ",,"
				Русский ячмень, ООО							","(4712) 77-00-53,
                            ,
                        ,info@rusbarley.ru"
"
                            180017,                             ул. Яна Фабрициуса, 2А, Псков, Псковская обл.,                         ",,"
				Лопотов А.Н., КФХ							",
"
                            452309,                             Башкортостан респ, Дюртюлинский район, с. Учпили, ул. Советская, д. 48                        ",,"
				Племзавод имени Кирова, ООО 							","+7 (34787) 68218 , +7 (34787) 68245 , +7 (347) 1768218 , +7 (347) 8347170 , +7 (34787) 68223,	 pz-kirov@mail.ru"
"
                            676370,                             Амурская область, Серышевский район, с. Поляна, ул. Школьная, 13 А                        ",В составе холдинга «Комплекс Серышевский »,"
				МиС Агро, ООО				,			","+7 (41642) 21680 , +7 (41642) 21860, 8 (41642) 43-3-25,misagro@yandex.ru"
"
                            356017,                             Ставропольский край, Новоалександровский район, п. Равнинный, ул. Советская, 1                        ",,"
				Урожайное, ОАО							","+7 ( 8652) 94-55-56, 94-25-28, 94-60-05,
                            ,
                        ,Ofis@urozhainoe.ru"
"
                            606519,                             Нижегородская обл., Городецкий район, с. Строчково (Кумохинский С/С), ул. Молодежная, д. 1А                        ",,"
				Колхоз им. Куйбышева, СПК							","+7 (83161) 43555 , +7 (83161) 43556 , +7 (831) 6143607,spkkuibishev@rambler.ru"
"
                            152646,                             Ярославская обл., Угличский район, д. Заречье                        ","В составе холдинга «АгриВолга, ООО»","
				МИР, АО 				,			","	 +7 (48532) 48219 , +7 (48532) 48221 , +7 (48532) 48235"
"
                            353765,                             Краснодарский край, Ленинградский район, х Коржи, ул. Победы, д. 1                        ","В составе холдинга «Фирма Агрокомплекс им Н.И.Ткачева, АО»","
				Заветы Ильича, ОАО				,			","+7 (86145) 49210 , +7 (86145) 36636"
"
                            456895,                             Челябинская область, Аргаяшский р-н, д. Акбашева, ул. 30 лет Победы, д. 1                        ",,"
				Акбашевский Совхоз, ОАО							","+7 (35131) 94283,  +7 (351) 3194281 ,oao_akbashevo@mail.ru"
"
                            601431,                             Россия, Владимирская обл., Вязниковский р-н, п. Центральный, ул. Главная, 1                        ",,"
				Пролетарий, ООО ПЗ							","+7 (492) 3364146 , +7 (492) 3364184"
"
                            613363 ,                              Кировская обл., Советский район, с. Мокино, ул. Октябрьская, д. 14 А                        ","В составе холдинга «АО МОЛОКО / ГК ""Шахунское молоко""»","
				Мокинское, АО				,			","+7 (833) 7541135, +7 (83375) 41145 ,
                            ,
                        "
"
                            155382,                             Ивановская обл., Пучежский район, C Сеготь                        ",,"
				Ленинский путь, СПК ПЗ							","+7 (49345) 29333, +7 (49345) 29138 ,spk_lp@mail.ru"
"
                            633650,                             Новосибирская обл., Сузунский район, с. Бобровка, пер. Центральный, д. 7                        ",,"
				Бобровское, ЗАО							","+7 (38346) 33522, +7 (38346) 33444"
"
                            353632,                             Краснодарский край, Щербиновский район, ст-ца Новощербиновская, ул. Советов, д. 5                        ","В составе холдинга «КОНЦЕРН ПОКРОВСКИЙ, ЗАО»","
				Агрофирма Новощербиновская, ООО				,			",+7 (86151) 30205 / 30206
"
                            397500,                             Воронежская область, г Бутурлиновка, ул Рабочая, д 82                        ","В составе холдинга «Детскосельский, концерн ООО»","
				Бутурлиновский Агрокомплекс, ООО				,			","(47361) 2-13-81,kompleksagro@yandex.ru"
"
                            456660,                             Челябинская область,Красноармейский район, с.Миасское, улица Урожайная, дом 3                        ",,"
				Красноармейское, ОАО СХП							","+7 (35150) 21870, +7 (35150) 21985,  +7 (35150) 22780 ,krasnoarmeika@mail.ru"
"
                            238603,                             Калининградская обл., Славский р-н, п. Охотное, ул. Школьная, д. 3                        ",,"
				Побединское, ЗАО							","8 (401) 63-2-37-10,рobedinskoe2009@mail.ru"
"
                            606248,                             Нижегородская обл, Лысковский район, с. Бармино, ул. Полевая, д. 8                        ",,"
				Бармино, ООО							","+7 (83149) 31190 , +7 (83149) 31141 , +7 (83149) 31121,barmino-98@mail.ru"
"
                            613538,                             Кировская обл, Уржумский район, с. Рождественское, ул. Победы, д. 49                        ",,"
				Строитель, ООО Агрофирма							","+7 (833) 6335234,kfxstroitel@mail.ru"
"
                            391185,                             Рязанская обл., Старожиловский район, д Татаркино                         ",,"
				Имени Куйбышева, ООО							",+7 (491) 2293298
"
                            612450,                             Кировская обл, Сунский район, пгт. Суна, ул. Заречная, д. 30                        ",,"
				Сунский, СПК КЛХ							","+7 (833) 6933557,spk.sunskiy@mail.ru"
"
                            352211,                             Краснодарский край, Новокубанский район, с. Ковалевское, ул. Мичурина, д. 15                        ",,"
				Им. Мичурина, ЗАО							","+7 (861) 9527642 , +7 (86195) 27628"
"
                            391192,                             Рязанская обл., Старожиловский район, с. Гребнево                        ",,"
				Колхоз имени Ленина, СПК							","+7 (49151) 28521 , +7 (49151) 28544 , +7 (49151) 28545,kolhoz-spk-lenina@mail.ru"
"
                            612928,                             Кировская обл, Малмыжский район, с. Новая Смаиль, ул. Школьная, д. 10                        ",,"
				Смаиль, АО АФ							","+7 (83347) 61013 , +7 (83347) 61131"
"
                            352405,                             Краснодарский край, Курганинский район, ст-ца Воздвиженская, ул. Советская, д. 12                        ",,"
				Воздвиженское, ЗАО							","+7 (86147) 75180 , +7 (86147) 75124"
"
                            623603,                             Свердловская обл, Талицкий район, д. Белая Елань, ул. Буденного, д. 62                        ",,"
				8-е Марта, СПК							","+7 (343) 7153516, +7 (343) 7128513, +7 (34371) 23397 ,mouo28@mail.ru"
"
                            187725,                             Ленинградская обл, Лодейнопольский район, пос. Рассвет, д. 10                        ",,"
				Агрофирма Рассвет, ООО							","+7 (81364) 55201 , +7 (812) 3136936 , +7 (81364) 81364 , +7 (81364) 35110"
"
                            249100,                             Калужская обл., Жуковский район, с. Тарутино, ул. Центральная, д. 1                        ",,"
				Колхоз имени М.А. Гурьянова							","+7 (48232) 21316,  +7 (48432) 21361, +7 (48432) 21331,guryanovo@kaluga.ru"
"
                            150514,                             Ярославская обл., Ярославский район, с. Медягино, д. 34                        ",,"
				Племзавод Горшиха, ООО							","8 (4852) 76-33-95, +7 (8910) 6628842 , +7 (485) 2763341 , +7 (4852) 763343,gorchixa@rambler.ru"
"
                            152961,                             Ярославская обл, Рыбинский район, пос. Октябрьский                        ",,"
				Ярославский бройлер, АО							","+7 (4855) 292701 , +7 (495) 6113531 , +7 (4855) 292725 , +7 (4855) 292747,
                            ,
                        ,reception@yarbroiler.ru"
"
                            646800,                             Омская обл., Таврический район, рабочий пос. Таврическое, ул. Калинина, д. 1                        ",В составе холдинга «Деренюк Руслан Валерьевич»,"
				Комплекс Таврический, ООО				,			","+7 (38151) 36788, +7 (38151) 22190,   +7 (825) 5122190 "
"
                            301324,                             Тульская область, Новомосковский район, пос. Коммунаров, ул. Зеленая, д.4, кв.9                        ",,"
				Аветисян М. Ж., КФХ (ИП)							","+7(48745)2-30-78,
                            ,
                        , manuk_avetisjan@mail.ru"
"
                                                        Вологодская обл., Грязовецкий район, д Панфилово, д. 80                        ",,"
				Зазеркалье ООО, (филиал АПП Русь)							","+7 (817) 2216637, +7 (817) 2500988, +7 (817) 2217305"
"
                            422063,                             Татарстан респ., Сабинский район, с. Большие Нырты, ул. М.Джалиля, д. 13Б                        ","В составе холдинга «САБА, ООО»","
				СХП Нырты, ООО				,			",+7 (84362) 45233
"
                            601214,                             Владимирская обл., Собинский р-н,  с. Бабаево, ул. Молодежная, д. 1                        ",,"
				Бабаево, СПК							","8 (49242) 5-51-73, 5-52-35,shkbabaevo@mail.ru"
"
                                                        Пермский кр., Сивинский район, с. Сива, ул. Советская, д. 54                        ",,"
				Агрохозяйство Родина, ООО							","+7 (34277) 21230, +7 (34277) 21430,kolhoz-rodina2008@yandex.ru"
"
                            662933,                             Красноярский край, Курагинский район, с. Маринино, ул. Береговая, д. 1                        ",,"
				Марининское, ЗАО							",+7 (39136) 77324 
"
                            216301,                             Смоленская обл., Глинковский район, д Болтутино                        ",,"
				Болтутино, ООО							",+7 (481) 6523532
"
                            652073,                             Кемеровская обл, Юргинский район, с. Проскоково, ул. Совхозная, д. 2                        ",,"
				Юргинский аграрий, ООО							",+7 (38451) 73210
"
                            613419,                             Кировская обл., Куменский район, с. Березник, ул. Молодежная, д. 1                        ",,"
				Березниковский, СПК							","+7 (83343) 38134 , +7 (83343) 38135 , +7 (83343) 38141,bereznik-spk@mail.ru"
"
                            308001,                             Белгородская обл., г. Белгород,  ул. Октябрьская, д. 58                        ",В составе холдинга «Государственная собственность»,"
				Белгородский НИИСХ  Россельхозакадемии, ФГНУ				,			","8 (4722) 27-64-76,
                            ,
                        ,zemledel2006@yandex.ru"
"
                            183010,                             Мурманская обл., г. Мурманск, ул. Декабристов, д. 1                        ",,"
				Зверокомплекс Пушной, ООО							",+7 (815) 2230297
"
                            356190,                             Ставропольский край, Труновский р-н, с.Безопасное, ул.Ленина, д.110                        ",,"
				Колхоз Имени Ворошилова, СПК							","(86560)21143,
                            ,
                        ,voroshilov_spk@mail.ru"
"
                            429290,                             Россия, Чувашская Республика, с Янтиково, ул. Чапаева, 1                        ","В составе холдинга «АККОНД, АО»","
				Фирма Акконд-агро, ЗАО				,			","8 (83548)2-17-17, +7 (8352) 211171,
                            ,
                        ,info@akkond-agro.ru"
"
                            646002,                             Омская обл., Исилькульский район, пос. Боевой, ул. Ленина, д. 16                        ",В составе холдинга «Государственная собственность»,"
				Боевое, ФГУП				,			","+7 (38173) 21516,  +7 (38173) 25678,  +7 (38173) 32561,
                            ,
                        ,gono_oph_boevoe@mail.ru"
